year;Aruba;Afghanistan;Angola;Albania;Andorra;United Arab Emirates;Argentina;Armenia;Antigua and Barbuda;Australia;Austria;Azerbaijan;Burundi;Belgium;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrain;Bahamas, The;Bosnia and Herzegovina;Belarus;Belize;Bermuda;Bolivia;Brazil;Barbados;Brunei Darussalam;Bhutan;Botswana;Central African Republic;Canada;Switzerland;Chile;China;Cote d'Ivoire;Cameroon;Congo, Dem. Rep.;Congo, Rep.;Colombia;Comoros;Cabo Verde;Costa Rica;Caribbean small states;Cuba;Curacao;Cayman Islands;Cyprus;Czechia;Germany;Djibouti;Dominica;Denmark;Dominican Republic;Algeria;Ecuador;Egypt, Arab Rep.;Eritrea;Spain;Estonia;Ethiopia;Fragile and conflict affected situations;Finland;Fiji;France;Faroe Islands;Micronesia, Fed. Sts.;Gabon;United Kingdom;Georgia;Ghana;Gibraltar;Guinea;Gambia, The;Guinea-Bissau;Equatorial Guinea;Greece;Grenada;Greenland;Guatemala;Guyana;Hong Kong SAR, China;Honduras;Croatia;Haiti;Hungary;Indonesia;India;Ireland;Iran, Islamic Rep.;Iraq;Iceland;Israel;Italy;Jamaica;Jordan;Japan;Kazakhstan;Kenya;Kyrgyz Republic;Cambodia;Kiribati;St. Kitts and Nevis;Korea, Rep.;Kuwait;Lao PDR;Lebanon;Liberia;Libya;St. Lucia;Liechtenstein;Sri Lanka;Lesotho;Lithuania;Luxembourg;Latvia;Macao SAR, China;Morocco;Moldova;Madagascar;Maldives;Mexico;Marshall Islands;North Macedonia;Mali;Malta;Myanmar;Montenegro;Mongolia;Mozambique;Mauritania;Mauritius;Malawi;Malaysia;Namibia;New Caledonia;Niger;Nigeria;Nicaragua;Netherlands;Norway;Nepal;Nauru;New Zealand;Oman;Pakistan;Panama;Peru;Philippines;Palau;Papua New Guinea;Poland;Korea, Dem. People's Rep.;Portugal;Paraguay;West Bank and Gaza;French Polynesia;Qatar;Romania;Russian Federation;Rwanda;Saudi Arabia;Sudan;Senegal;Singapore;Solomon Islands;Sierra Leone;El Salvador;Somalia;Serbia;Sao Tome and Principe;Suriname;Slovak Republic;Slovenia;Sweden;Eswatini;Sint Maarten (Dutch part);Seychelles;Syrian Arab Republic;Turks and Caicos Islands;Chad;Togo;Thailand;Tajikistan;Turkmenistan;Timor-Leste;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkiye;Tuvalu;Tanzania;Uganda;Ukraine;Uruguay;United States;Uzbekistan;St. Vincent and the Grenadines;Venezuela, RB;British Virgin Islands;Vietnam;Vanuatu;Samoa;Kosovo;Yemen, Rep.;Zambia;Zimbabwe
1975;10234.597;2126.86;4415.068;4594.751;;31070.491;94931.296;;707.731;175883.988;54392.611;;77.007;122100.099;443.707;220.02;4869.776;73061.308;5753.523;8254.417;;;176.016;458.375;4059.369;151164.741;568.385;7080.977;3.667;187.017;102.676;397143.434;39097.554;23014.092;1145607.47;3989.696;1162.439;3237.961;1100.1;35896.263;33.003;77.007;2038.852;31583.871;27066.127;;55.005;1980.18;;;198.018;29.336;55778.737;6340.243;32031.245;7363.336;31099.827;;181644.845;;1210.11;257177.905644246;46101.524;623.39;446919.292;348.365;;5368.488;603643.205;;2746.583;88.008;843.41;99.009;113.677;62.339;38873.867;47.671;506.046;3523.987;1826.166;11019.335;1668.485;;484.044;75389.853;53963.572;252201.592;22053.338;139349.667;33157.014;1617.147;19647.786;342310.783;8188.411;2493.56;870072.757;;4976.119;;73.34;33.003;33.003;81829.105;16827.863;253.023;6431.918;1485.135;11580.386;77.007;;2896.93;;;11844.41;;297.027;11111.01;;1694.154;7.334;164472.284;;;341.031;667.394;4587.417;;4066.703;2885.929;509.713;590.387;579.386;19446.101;;2530.23;333.697;47395.975;1928.842;153020.243;29673.364;352.032;102.676;18261.66;7256.993;23219.444;3663.333;21965.33;32526.29;194.351;1532.806;375559.472;107740.127;21356.608;839.743;;212.686;10956.996;162257.416;2998311.549;176.016;83336.242;4239.052;2581.568;24543.231;58.672;524.381;2108.525;502.379;;18.335;2020.517;;;80824.347;337.364;;58.672;11184.35;;183.35;311.695;24407.552;;;;33.003;9622.208;5548.171;65697.972;;;2284.541;1133.103;;5969.876;4406329.539;;33.003;63816.801;25.669;21800.315;55.005;58.672;;605.055;4081.371;8320.423
1976;21862.654;1987.514;3285.632;4950.45;;39651.271;99786.404;;403.37;174244.839;58415.31;;88.008;130009.818;260.357;209.019;5570.173;73116.313;6574.931;6464.921;;;176.016;469.376;4580.083;155154.437;531.715;6024.881;3.667;594.054;128.345;399317.965;40483.68;24103.191;1196193.735;3964.027;1092.766;3413.977;1235.779;38089.129;40.337;73.34;2086.523;34766.827;27223.808;;66.006;2464.224;;;198.018;29.336;60135.133;6332.909;39170.894;8111.404;34495.469;;198443.372;;1177.107;292080.133412809;51279.328;484.044;505602.293;330.03;;5709.519;598912.775;;2434.888;77.007;887.414;99.009;95.342;62.339;42911.234;47.671;220.02;3311.301;1752.826;12508.137;1778.495;;674.728;80013.94;61810.952;263785.645;22295.36;156643.239;48800.436;1705.155;19611.116;367312.389;7282.662;2951.935;908902.62;;4609.419;;73.34;33.003;36.67;93306.815;18474.346;223.687;6127.557;1477.801;17916.962;84.341;;2805.255;;;11840.743;;253.023;11547.383;;993.757;11.001;184138.405;;;341.031;762.736;4899.112;;4404.067;2559.566;517.047;619.723;583.053;23894.172;;2390.884;333.697;55247.022;2225.869;169683.091;29317.665;282.359;102.676;19237.082;8327.757;22838.076;3611.995;22442.04;35129.86;113.677;1573.143;399035.606;110189.683;22423.705;1034.094;;264.024;10384.944;174765.553;3113979.73;267.691;101550.231;3755.008;1774.828;30036.397;62.339;451.041;2211.201;480.377;;29.336;1998.515;;;88308.694;333.697;;80.674;13758.584;;183.35;322.696;28778.616;;;;29.336;15925.781;5848.865;73721.368;;;2790.587;990.09;;5896.536;4613100.668;;33.003;57344.546;25.669;13923.599;44.004;47.671;;729.733;4026.366;10868.988
1977;11419.038;2390.884;3534.988;5720.52;;38785.859;100791.162;;465.709;187787.07;56218.777;;99.009;126570.172;297.027;249.356;5812.195;75969.239;7469.679;9717.55;;;198.018;454.708;4481.074;162961.48;590.387;6395.248;7.334;781.071;128.345;408151.768;41085.068;23109.434;1310310.775;4055.702;1565.809;3487.317;480.377;39354.244;40.337;80.674;2614.571;38606.176;29402.006;;69.673;2669.576;;;198.018;25.669;61847.622;5614.177;41891.808;7484.347;37865.442;;195663.786;;1048.762;290613.538431538;50219.565;766.403;480857.377;407.037;;6314.574;604746.972;;3003.273;77.007;902.082;113.677;102.676;62.339;46999.939;47.671;722.399;3813.68;1899.506;14231.627;2002.182;;707.731;83204.23;82434.16;279051.366;23567.809;163969.905;43710.64;1906.84;19893.475;356175.71;7447.677;3164.621;935213.345;;5056.793;;73.34;22.002;36.67;105712.276;17220.232;231.021;5573.84;1474.134;20106.161;69.673;;2918.932;;;10927.66;;308.028;12702.488;;847.077;14.668;192847.53;;;414.371;803.073;5174.137;;4972.452;2713.58;557.384;641.725;638.058;22610.722;;2141.528;366.7;50567.93;2838.258;164277.933;31070.491;337.364;113.677;20300.512;8507.44;24389.217;3461.648;23340.455;36754.341;183.35;1580.477;419024.423;113867.684;22728.066;1158.772;;275.025;9926.569;178399.55;3220146.714;267.691;118176.409;3806.346;2244.204;28309.24;80.674;513.38;2288.208;799.406;;29.336;1899.506;;;85804.133;341.031;;84.341;14664.333;;198.018;462.042;32159.59;;;;29.336;16175.137;6758.281;81572.415;;;2013.183;806.74;;5650.847;4742292.745;;33.003;63732.46;29.336;15276.722;51.338;80.674;;865.412;3744.007;9299.512
1978;9724.884;2159.863;5412.492;6494.257;;44814.407;102639.33;;491.378;202015.03;57483.892;;102.676;135855.016;363.033;348.365;6017.547;81411.067;7766.706;6607.934;;;216.353;425.372;5027.457;176925.416;630.724;9541.534;11.001;832.409;146.68;415896.472;42218.171;22948.086;1462168.579;4818.438;2002.182;3538.655;322.696;41682.789;29.336;209.019;2922.599;37091.705;30689.123;;91.675;2808.922;;;201.685;25.669;61117.889;5449.162;62529.684;10425.281;39313.907;;200493.225;;1371.458;294863.020162984;51913.719;711.398;505858.983;399.703;;7561.354;605084.336;;2970.27;69.673;902.082;139.346;102.676;69.673;48081.704;51.338;392.369;4129.042;2057.187;15753.432;2049.853;;755.402;88187.683;93933.872;283096.067;23571.476;162470.102;42317.18;1925.175;21176.925;373234.594;9119.829;3641.331;903886.164;;5324.484;;51.338;22.002;33.003;113405.642;21000.909;231.021;5713.186;1507.137;21239.264;99.009;;3450.647;;;11848.077;;414.371;13076.522;;1019.426;22.002;222649.239;;;396.036;935.085;5155.802;;5782.859;2874.928;583.053;630.724;671.061;23237.779;;1543.807;418.038;48294.39;2632.906;170548.503;34792.496;330.03;113.677;18008.637;7796.042;26138.376;2841.925;22460.375;37476.74;110.01;1675.819;432056.941;108451.525;22742.734;1459.466;;311.695;10531.624;193903.626;3330904.782;289.693;115132.799;3439.646;2629.239;33164.348;62.339;711.398;2390.884;557.384;;33.003;2394.551;;;79533.563;440.04;;77.007;15221.717;;194.351;355.699;35067.521;;;;36.67;15328.06;7491.681;77256.356;;;2203.867;700.397;;5742.522;4890861.25;;36.67;68690.244;29.336;15419.735;58.672;106.343;;949.753;3476.316;9295.845
1979;10201.594;2240.537;5504.167;7587.023;;36607.661;110703.063;;407.037;205069.641;61594.599;;110.01;140233.414;366.7;407.037;6648.271;79152.195;8133.406;6930.63;;;209.019;462.042;4737.764;188322.452;601.388;7440.343;22.002;942.419;102.676;442067.851;39911.628;24862.26;1494859.884;5423.493;1829.833;3755.008;348.365;44433.039;22.002;249.356;2794.254;37524.411;31712.216;;91.675;3003.273;;;363.033;33.003;62999.06;6809.619;45621.147;12167.106;42947.904;;203745.854;;1848.168;362012.118948304;54333.939;839.743;529155.434;480.377;;6754.614;644893.288;;2658.575;91.675;946.086;146.68;110.01;62.339;51293.996;47.671;572.052;4693.76;1521.805;15885.444;1932.509;;755.402;86229.505;95096.311;296891.321;27388.823;164028.577;52991.817;1987.514;21019.244;387466.221;8536.776;3795.345;955620.2;;5038.458;;29.336;25.669;36.67;133211.109;17667.606;223.687;6156.893;1947.177;26032.033;150.347;;3828.348;;;12123.102;;414.371;15958.784;;1133.103;29.336;240874.229;;;429.039;905.749;5100.797;;6299.906;2643.907;605.055;660.06;638.058;27278.813;;1642.816;480.377;70289.056;1712.489;187812.739;34242.446;513.38;113.677;16475.831;7722.702;28250.568;3193.957;22273.358;38136.8;124.678;1796.83;442489.556;110571.051;25030.942;1331.121;;282.359;14359.972;196074.49;3358623.635;297.027;138135.89;3571.658;2900.597;36123.617;110.01;678.395;2390.884;487.711;;33.003;2295.542;;;84927.72;447.374;;121.011;22548.383;;201.685;1382.459;36736.006;;;;40.337;16725.187;8771.464;75576.87;;;2071.855;674.728;;6277.904;4901796.244;;29.336;76570.627;29.336;16281.48;62.339;95.342;;1045.095;3604.661;9449.859
1980;10498.621;1760.16;5346.486;5170.47;;36904.688;108737.551;;143.013;220746.066;52306.088;;146.68;135301.299;517.047;432.706;7638.361;77487.377;7887.717;7990.393;;;190.684;436.373;4668.091;187090.34;674.728;6882.959;22.002;986.423;106.343;443233.957;40538.685;25265.63;1467192.369;6222.899;3905.355;3501.985;407.037;44356.032;47.671;121.011;2464.224;38837.197;31400.521;;161.348;3208.625;;;348.365;36.67;60369.821;6457.587;66519.38;13443.222;45239.779;;215003.544;;1822.499;370998.429190686;58246.628;795.739;505363.938;421.705;;6633.603;579290.658;;2559.566;88.008;964.421;157.681;146.68;58.672;51429.675;47.671;564.718;4510.41;1789.496;16662.848;2057.187;;751.735;86860.229;94784.616;314016.211;26255.72;120900.99;45558.808;1866.503;21147.589;388969.691;8452.435;4726.763;947571.135;;6197.23;;286.026;29.336;51.338;134868.593;24675.243;187.017;6178.895;2042.519;26904.779;113.677;;3410.31;;;11026.669;;528.048;15944.116;;1617.147;44.004;268453.736;;;392.369;1023.093;5526.169;;6879.292;3208.625;630.724;590.387;711.398;27997.545;;2002.182;572.052;68154.862;2027.851;177508.469;38052.459;542.716;124.678;17458.587;6046.883;32067.915;3124.284;24121.526;37000.03;157.681;1829.833;464575.897;114439.736;26985.453;1492.469;;293.36;13098.524;196617.206;3491017.003;495.045;169404.399;3747.674;3351.638;31433.524;102.676;608.722;2134.194;814.074;;40.337;2372.549;;;71759.523;465.709;;95.342;20802.891;;209.019;718.732;40135.315;;;;40.337;16937.873;9493.863;75763.887;;;1884.838;627.057;;5837.864;4723209.677;;36.67;90802.254;29.336;16820.529;62.339;99.009;;1195.442;3531.321;9636.876
1981;9999.909;1983.847;5280.48;7341.334;;36857.017;102041.609;;106.343;230360.94;56130.769;;157.681;124021.607;429.039;557.384;7931.721;80343.97;8525.775;2801.588;;;183.35;388.702;4792.769;171806.284;685.729;1470.467;25.669;1008.425;135.679;430003.421;38859.199;24554.232;1451501.276;4466.406;5342.819;3777.01;473.043;44458.708;47.671;33.003;2251.538;32566.627;32749.977;;154.014;3047.277;;;300.694;36.67;51789.041;6167.894;46438.888;16692.184;50978.634;;207288.176;;1866.503;364334.986775782;51510.349;1081.765;454700.666;440.04;;6574.931;560819.979;;3047.277;51.338;990.09;157.681;143.013;69.673;50721.944;58.672;528.048;3967.694;1800.497;18690.699;1822.499;;766.403;86618.207;100160.438;338838.134;26039.367;112899.596;32122.92;1752.826;21213.595;378020.029;7414.674;5863.533;929606.502;;6527.26;;300.694;29.336;55.005;139742.036;25214.292;150.347;6351.244;1939.843;28811.619;95.342;;4033.7;;;9427.857;;535.382;15856.108;;1026.76;47.671;284529.864;;;396.036;1144.104;5639.846;;6644.604;2489.893;663.727;542.716;605.055;30824.802;;1393.46;685.729;65958.329;2141.528;164956.328;40329.666;454.708;124.678;16527.169;6017.547;34400.127;3340.637;24103.191;34664.151;157.681;1932.509;410062.275;114799.102;27227.475;1389.793;;330.03;12860.169;198153.679;3425062.341;601.388;175491.619;3641.331;3296.633;26849.774;135.679;693.063;1833.5;275.025;;44.004;2031.518;;;69430.978;436.373;;99.009;26637.088;;209.019;627.057;38048.792;;;;47.671;17260.569;9834.894;79874.594;;;2123.193;528.048;;5375.822;4535800.308;;36.67;91968.36;44.004;17726.278;51.338;102.676;;1360.457;3366.306;9435.191
1982;11180.683;2101.191;4649.756;7308.331;;36871.685;103424.068;;293.36;234119.615;53868.23;;157.681;117553.019;491.378;575.719;8599.115;90131.193;9838.561;2262.539;;;172.349;396.036;4349.062;172176.651;645.392;2093.857;33.003;1100.1;143.013;414811.04;36629.663;20615.874;1580260.647;6109.222;6343.91;3072.946;1345.789;45914.507;47.671;36.67;2086.523;31620.541;34554.141;;161.348;3102.282;;;348.365;40.337;53695.881;6340.243;39269.903;19288.42;56523.138;;209906.414;;1481.468;365296.016406367;43083.583;839.743;436893.714;458.375;;6556.596;548520.861;;3043.61;22.002;982.756;161.348;143.013;73.34;52148.407;62.339;517.047;3626.663;1404.461;19702.791;1763.827;;825.075;86871.23;105407.915;349637.449;25547.989;138007.545;30623.117;1598.812;24081.189;369681.271;6219.232;6292.572;900200.829;;4693.76;;337.364;25.669;66.006;141905.566;21169.591;157.681;6112.889;601.388;30762.463;113.677;;4499.409;;;8859.472;;484.044;17058.884;;1015.759;47.671;304837.71;;;366.7;1312.786;5599.509;;6761.948;2541.231;883.747;502.379;594.054;30571.779;;1265.115;748.068;65602.63;2115.859;134322.21;41052.065;443.707;124.678;18239.658;5735.188;37385.065;3292.966;23670.485;34997.848;157.681;1947.177;422211.046;117344.0;29255.326;1367.791;;337.364;12354.123;195773.796;3489821.561;608.722;158091.704;3828.348;3054.611;29750.371;121.011;553.717;1767.494;718.732;;47.671;1873.837;;;62291.329;436.373;;84.341;24488.226;;205.352;733.4;37909.446;;;;44.004;18426.675;9526.866;86988.574;;;2167.197;546.383;;4873.443;4306748.487;;40.337;93405.824;36.67;18382.671;51.338;113.677;;1958.178;3520.32;8811.801
1983;5746.189;2522.896;5115.465;7631.027;;35342.546;105213.564;;84.341;225003.453;51983.392;;205.352;101630.905;454.708;594.054;8236.082;90365.881;8228.748;2016.85;;;172.349;451.041;4290.39;166632.147;685.729;2706.246;29.336;1030.427;146.68;408687.15;40069.309;20839.561;1667029.201;4840.44;6589.599;4026.366;1144.104;49449.495;47.671;36.67;2104.858;28639.27;30843.137;;168.682;3098.615;;;348.365;40.337;50175.561;7913.386;52625.117;19556.111;57091.523;;204867.956;;1844.501;378759.540520143;41576.446;715.065;422603.415;487.711;;5518.835;545741.275;;3655.999;36.67;953.42;161.348;143.013;62.339;55544.049;62.339;363.033;3179.289;1246.78;21015.577;2002.182;;894.748;89137.436;104956.874;378669.088;25709.337;149785.949;38749.189;1547.474;23938.176;361364.515;6450.253;7363.336;883838.675;;4660.757;;366.7;22.002;51.338;150904.384;21609.631;179.683;7319.332;711.398;30414.098;102.676;;4884.444;;;8291.087;;682.062;17795.951;;652.726;51.338;278442.644;;;418.038;997.424;5775.525;;6996.636;1976.513;938.752;597.721;575.719;37971.785;;1155.105;964.421;59929.781;2002.182;138256.901;37498.742;495.045;124.678;17964.633;7532.018;40303.997;3494.651;20450.859;35415.886;157.681;2009.516;422339.391;125668.09;30179.41;1415.462;;421.705;11268.691;200562.898;3539850.442;696.73;161050.973;3909.022;2632.906;34997.848;143.013;689.396;1903.173;935.085;;55.005;1375.125;;;58297.966;271.358;;99.009;27960.875;;205.352;546.383;42452.859;;;;47.671;16303.482;11305.361;90541.897;;;2218.535;616.056;;3817.347;4341878.347;;47.671;93101.463;40.337;19317.756;55.005;113.677;;2489.893;3270.964;10461.951
1984;14348.971;2830.924;5009.122;7825.378;;46394.884;106522.683;;146.68;236594.84;54550.292;;220.02;105422.583;502.379;465.709;9123.496;87366.275;9207.837;1855.502;;;172.349;443.707;4041.034;168806.678;748.068;1917.841;51.338;1045.095;150.347;425595.687;39174.561;22200.018;1814908.31;5405.158;6057.884;3964.027;1140.437;48980.119;47.671;84.341;2002.182;28899.627;32603.297;;183.35;3182.956;;;352.032;44.004;50861.29;7444.01;71103.13;21257.599;63838.803;;198953.085;;1664.818;395584.391019565;42254.841;583.053;405342.846;498.712;;5995.545;529335.117;;2581.568;33.003;979.089;172.349;161.348;80.674;57054.853;62.339;568.385;3421.311;1404.461;22346.698;1987.514;;913.083;90853.592;112184.531;388118.947;25529.654;150658.695;40204.988;1815.165;23743.825;367649.753;5144.801;8353.426;940130.792;;4319.726;;410.704;22.002;51.338;163911.233;28367.912;183.35;7051.641;700.397;28624.602;113.677;;3883.353;;;8929.145;;605.055;17814.286;;869.079;58.672;277624.903;;;436.373;1364.124;6571.264;;6450.253;1536.473;872.746;627.057;557.384;34697.154;;1206.443;993.757;69625.329;1851.835;145055.519;40458.011;704.064;124.678;19295.754;8060.066;42856.229;2882.262;20692.881;30993.484;157.681;2046.186;433894.108;135220.625;29064.642;1496.136;;458.375;12332.121;189272.205;3571709.338;634.391;155715.488;3505.652;3307.634;33402.703;143.013;616.056;1606.146;715.065;;51.338;1554.808;;;57333.545;333.697;;99.009;33091.008;;216.353;608.722;45973.179;;;;47.671;17535.594;11547.383;95796.708;;;2368.882;583.053;;3450.647;4475192.132;;66.006;93218.807;40.337;17550.262;55.005;113.677;;2948.268;2819.923;9922.902
1985;16794.86;3509.319;4701.094;7880.383;;49926.205;100596.811;;249.356;241229.928;54700.639;;231.021;104472.83;744.401;476.71;10234.597;89540.806;10194.26;1510.804;;;190.684;451.041;4125.375;181248.809;847.077;2596.236;62.339;1158.772;161.348;422079.034;39827.287;21503.288;1966553.428;7326.666;6475.922;3641.331;1279.783;48378.731;47.671;84.341;2266.206;31972.573;32577.628;;190.684;3102.282;;;359.366;47.671;60072.794;7293.663;72786.283;19431.433;63937.812;;201233.959;;1815.165;414627.352562088;49665.848;579.386;400880.107;517.047;;6318.241;559855.558;;3325.969;44.004;993.757;172.349;172.349;66.006;60600.842;62.339;509.713;3523.987;1419.129;23014.092;1906.84;;942.419;86104.827;121245.688;426673.785;26725.096;160768.614;44675.061;1628.148;24869.594;372134.494;5045.792;8540.443;915396.877;;3769.676;;418.038;22.002;51.338;178333.544;29159.984;205.352;8056.399;722.399;31418.856;128.345;;3956.693;;;9167.5;;733.4;17865.624;;1056.096;66.006;288501.225;;;407.037;1199.109;6710.61;;9028.154;1147.771;656.393;707.731;557.384;36237.294;;1455.799;997.424;69893.02;1991.181;147948.782;40714.701;678.395;124.678;21803.982;8661.454;47175.955;2629.239;19512.107;28048.883;161.348;2126.86;445899.866;144897.838;27407.158;1551.141;;586.72;12405.461;194343.666;3851989.149;616.056;172653.361;4074.037;2676.91;33417.371;150.347;663.727;1987.514;858.078;;55.005;1598.812;;;62394.005;440.04;;150.347;29651.362;;179.683;550.05;48672.091;;;;47.671;20755.22;11939.752;106717.034;;;2357.881;619.723;;3296.633;4492555.377;;66.006;101278.873;47.671;21165.924;121.011;113.677;;3157.287;2753.917;10263.933
1986;179.683;3142.619;4660.757;8056.399;;47234.627;104212.473;;249.356;239964.813;54080.916;;234.688;102874.018;685.729;480.377;11463.042;91528.32;11012.001;1411.795;;;205.352;421.705;3777.01;198883.412;916.75;2299.209;55.005;1067.097;161.348;405053.153;42295.178;22247.689;2068969.071;5966.209;1994.848;3377.307;1067.097;49101.13;44.004;58.672;2607.237;27894.869;33567.718;;201.685;3545.989;;;377.701;47.671;58903.021;8181.077;76277.267;15276.722;74564.778;;190467.647;;2214.868;435514.944438198;53329.181;605.055;385614.386;491.378;;4968.785;568777.369;;3047.277;40.337;997.424;161.348;183.35;80.674;59130.375;66.006;326.363;3700.003;1045.095;25698.336;1848.168;;843.41;83537.927;121740.733;457571.927;28525.593;148399.823;47751.674;1785.829;26626.087;366454.311;4550.747;9281.177;915334.538;;4162.045;;432.706;18.335;58.672;182451.585;35320.544;209.019;7759.372;729.733;34059.096;132.012;;3703.67;;;9009.819;;876.413;18881.383;;1140.437;80.674;294559.109;;;381.368;1485.135;6791.284;;9673.546;982.756;374.034;799.406;553.717;39984.968;;1404.461;902.082;73505.015;2262.539;145095.856;47076.946;704.064;161.348;22893.081;9875.231;49453.162;2753.917;21847.986;29207.655;161.348;2064.521;453369.545;157504.984;30520.441;1664.818;;605.055;13296.542;202147.042;3862509.772;597.721;204878.957;4250.053;2662.242;35027.184;154.014;674.728;1991.181;924.084;;51.338;1760.16;;;62038.306;458.375;;165.015;31352.85;;187.017;707.731;49702.518;;;;47.671;17385.247;12064.43;116881.958;;;2299.209;704.064;;3179.289;4495463.308;;66.006;109529.623;55.005;23091.099;58.672;113.677;;3153.62;2889.596;13127.86
1987;447.374;3124.284;5815.862;7444.01;;47693.002;114942.115;;275.025;256106.947;57744.249;;249.356;103116.04;539.049;517.047;11862.745;91634.663;11430.039;1422.796;;;227.354;572.052;4030.033;207530.198;942.419;3318.635;102.676;1239.446;260.357;431349.21;40252.659;22673.061;2209708.531;7682.365;1844.501;3854.017;1323.787;50487.256;47.671;80.674;2757.584;29240.658;33952.753;;216.353;4121.708;;;388.702;47.671;58341.97;9754.22;84120.98;15115.374;74810.467;;190878.351;;2581.568;432057.970553774;57656.241;476.71;377491.981;498.712;;4022.699;571868.65;;3285.632;47.671;993.757;179.683;194.351;99.009;63472.103;73.34;234.688;3993.363;1309.119;28272.57;2174.531;;913.083;84436.342;123372.548;488481.07;30197.745;159573.172;52881.807;1851.835;27385.156;383670.876;5383.156;9662.545;905734.332;;5174.137;;436.373;22.002;55.005;192660.513;31470.194;212.686;7968.391;766.403;32566.627;146.68;;4074.037;;;8668.788;;971.755;20117.162;;1287.117;80.674;307356.939;;;359.366;1855.502;4976.119;;10586.629;982.756;3285.632;931.418;546.383;40762.372;;1459.466;1001.091;59343.061;2438.555;152569.202;40707.367;872.746;157.681;24110.525;9464.527;53534.533;3201.291;25782.677;32683.971;161.348;2335.879;465353.301;176423.037;31536.2;1892.172;;608.722;11499.712;212165.286;3847244.051;616.056;190706.002;3351.638;2453.223;32599.63;161.348;498.712;2449.556;993.757;;51.338;1760.16;;;59717.095;436.373;;201.685;36226.293;;198.018;766.403;56944.843;;;;55.005;17520.926;11749.068;129907.142;;;2390.884;770.07;;3560.657;4688373.177;;77.007;110981.755;62.339;25969.694;47.671;113.677;;3355.305;2702.579;15240.052
1988;612.389;2867.594;5130.133;7326.666;;48367.73;121473.042;;286.026;261145.405;53340.182;;227.354;100354.789;553.717;553.717;13545.898;87289.268;12163.439;1540.14;;;249.356;645.392;4308.725;209363.698;946.086;5716.853;110.01;1301.785;231.021;456053.789;40711.034;26926.781;2369501.723;9160.166;2200.2;4019.032;1499.803;52445.434;51.338;73.34;2940.934;27146.801;35635.906;;223.687;4129.042;;;348.365;55.005;55107.676;9834.894;83948.631;17271.57;74531.775;;199033.759;;2673.243;479007.228525631;52185.077;553.717;372207.834;528.048;;4334.394;570464.189;;3450.647;69.673;1026.76;183.35;216.353;106.343;67989.847;95.342;546.383;4125.375;1404.461;29482.68;2504.561;;1023.093;78264.781;132162.347;527563.956;29842.046;176115.009;67927.508;1848.168;30051.065;389780.098;4528.745;9314.18;989081.575;;4789.102;;451.041;22.002;66.006;221959.843;32914.992;212.686;7660.363;817.741;36398.642;165.015;;3490.984;;;8929.145;;964.421;21176.925;;1290.784;95.342;307067.246;;;385.035;2013.183;4118.041;;11595.054;1012.092;3230.627;854.411;542.716;42724.217;;1507.137;990.09;70747.431;2247.871;146914.688;42482.195;993.757;157.681;25397.642;10586.629;58213.625;2929.933;25107.949;37729.763;183.35;2200.2;445976.873;201908.687;32925.993;2163.53;;572.052;11928.751;212777.675;3950345.423;696.73;202554.079;4847.774;2742.916;36105.282;157.681;458.375;2471.558;1008.425;;47.671;1877.504;;;57443.555;436.373;;198.018;36945.025;;66.006;792.072;67003.424;;;;69.673;15867.109;12464.133;126309.815;;;2288.208;865.412;;4807.437;4892526.068;;66.006;116097.22;66.006;23182.774;66.006;113.677;;3406.643;3142.619;16101.797
1989;649.059;2775.919;5009.122;8984.15;;54487.953;117090.977;;286.026;277771.583;54117.586;;267.691;107461.435;630.724;821.408;13454.223;86739.218;11738.067;1947.177;;;300.694;781.071;4994.454;214024.455;990.09;6347.577;62.339;1430.13;249.356;463274.112;39467.921;32386.944;2408540.605;8522.108;7634.694;4393.066;1507.137;53233.839;51.338;80.674;2973.937;29904.385;35738.582;;256.69;4341.728;;;388.702;58.672;48785.768;10366.609;80046.943;20267.509;72181.228;;226671.938;;2827.257;447106.510361595;52584.78;630.724;390649.177;579.386;;5771.858;581721.879;;3344.304;69.673;1045.095;179.683;231.021;117.344;74183.41;102.676;473.043;4246.386;1184.441;30348.092;2728.248;;1037.761;76090.25;130966.905;579008.299;30018.062;191204.714;73251.992;1903.173;31756.22;408907.17;6728.945;9233.506;1025549.89;;5192.472;;451.041;22.002;66.006;235846.772;35885.262;231.021;8052.732;667.394;37322.726;165.015;;3483.65;;;9658.878;;1030.427;22918.75;;931.418;124.678;361877.895;;;418.038;2170.864;4462.739;;10568.294;1041.428;2849.259;1052.429;564.718;49882.201;;1646.483;1041.428;42441.858;1477.801;163100.826;49379.822;913.083;157.681;25404.976;10065.915;60956.541;2522.896;21840.652;39141.558;227.354;2035.185;423787.856;214636.844;41209.746;2244.204;;542.716;14326.969;214141.799;3862616.115;689.396;203738.52;3758.675;3696.336;41888.141;161.348;374.034;2588.902;957.087;;47.671;1855.502;;;55533.048;436.373;;234.688;34565.142;;102.676;836.076;78891.838;;;;69.673;16142.134;13234.203;139316.664;;;2207.534;803.073;;4880.777;4955081.421;;77.007;108854.895;66.006;17509.925;62.339;121.011;;3498.318;2603.57;16186.138
